prediction,probab_0,probab_1,text
0,-0.17317286133766174,-0.545562207698822,"simplistic , silly and tedious ."
1,-1.112740397453308,0.22893723845481873,"it's so laddish and juvenile , only teenage boys could possibly find it funny ."
1,-0.828292727470398,-0.12135891616344452,exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable .
1,-0.9737870693206787,0.34899285435676575,"[garbus] discards the potential for pathological study , exhuming instead , the skewed melodrama of the circumstantial situation ."
0,-0.001107238233089447,-0.8048484325408936,a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .
1,-1.0163744688034058,0.11881507188081741,"the story is also as unoriginal as they come , already having been recycled more times than i'd care to count ."
1,-1.0109378099441528,0.36818599700927734,about the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience's meat grinder one more time .
1,-0.9272270202636719,0.12536674737930298,not so much farcical as sour .
1,-0.48042428493499756,-0.37109601497650146,unfortunately the story and the actors are served with a hack script .
1,-1.0007003545761108,0.35640349984169006,"all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject ."
0,-0.126478374004364,-0.4918254017829895,a sentimental mess that never rings true .
1,-0.4855897128582001,-0.15960700809955597,"while the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour tv documentary ."
0,0.23691153526306152,-0.8938020467758179,"interesting , but not compelling ."
1,-0.9945127964019775,0.043747060000896454,"on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire ."
1,-0.4410284459590912,0.0791887491941452,"while the ensemble player who gained notice in guy ritchie's lock , stock and two smoking barrels and snatch has the bod , he's unlikely to become a household name on the basis of his first starring vehicle ."
1,-0.6951918601989746,0.3029181957244873,there is a difference between movies with the courage to go over the top and movies that don't care about being stupid
1,-0.945053219795227,0.20119205117225647,"nothing here seems as funny as it did in analyze this , not even joe viterelli as de niro's right-hand goombah ."
1,-0.45545801520347595,-0.23102182149887085,"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us "" the skulls "" and last year's "" rollerball . "" enough said , except : film overboard !"
1,-0.9355287551879883,0.13255515694618225,"here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit sascha ."
1,-0.968563437461853,0.5214551687240601,this 100-minute movie only has about 25 minutes of decent material .
1,-0.25636711716651917,-0.005000408738851547,the execution is so pedestrian that the most positive comment we can make is that rob schneider actually turns in a pretty convincing performance as a prissy teenage girl .
1,-0.9178155064582825,-0.4609270393848419,"on its own , it's not very interesting . as a remake , it's a pale imitation ."
1,-0.49882304668426514,-0.13116614520549774,it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there's a little girl-on-girl action .
0,-0.11387956887483597,-0.573296308517456,"a farce of a parody of a comedy of a premise , it isn't a comparison to reality so much as it is a commentary about our knowledge of films ."
0,-0.21560195088386536,-0.7227755784988403,"as exciting as all this exoticism might sound to the typical pax viewer , the rest of us will be lulled into a coma ."
1,-0.4521790146827698,0.10748724639415741,the party scenes deliver some tawdry kicks . the rest of the film . . . is dudsville .
1,-0.93840092420578,0.015927143394947052,our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender ó and i know this because i've seen 'jackass : the movie . '
0,-0.10583855211734772,-0.3748113512992859,"the criticism never rises above easy , cynical potshots at morally bankrupt characters . . ."
1,-0.8983257412910461,-0.12271043658256531,"the movie's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story . killing time , that's all that's going on here ."
1,-0.9970284104347229,-0.09927154332399368,"stupid , infantile , redundant , sloppy , over-the-top , and amateurish . yep , it's "" waking up in reno . "" go back to sleep ."
0,-0.08071266859769821,-0.522207498550415,"somewhere in the middle , the film compels , as demme experiments he harvests a few movie moment gems , but the field of roughage dominates ."
1,-1.36224365234375,0.5054413080215454,the action clichÈs just pile up .
1,-0.48757728934288025,0.04500637203454971,"payami tries to raise some serious issues about iran's electoral process , but the result is a film that's about as subtle as a party political broadcast ."
0,-0.20680376887321472,-0.36871784925460815,the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ; i assume the director has pictures of them cavorting in ladies' underwear .
1,-0.48404863476753235,-0.19882230460643768,another useless recycling of a brutal mid-'70s american sports movie .
1,-1.0293728113174438,-0.07698334753513336,i didn't laugh . i didn't smile . i survived .
0,0.0492563471198082,-0.4616357684135437,"please , someone , stop eric schaeffer before he makes another film ."
1,-0.6506681442260742,0.1924867182970047,"most of the problems with the film don't derive from the screenplay , but rather the mediocre performances by most of the actors involved"
1,-1.1162458658218384,0.1893252283334732,". . . if you're just in the mood for a fun -- but bad -- movie , you might want to catch freaks as a matinee ."
0,0.020183593034744263,-0.7551137208938599,curling may be a unique sport but men with brooms is distinctly ordinary .
0,-0.28978490829467773,-0.3638758957386017,"though the opera itself takes place mostly indoors , jacquot seems unsure of how to evoke any sort of naturalism on the set ."
1,-1.1616286039352417,0.24199560284614563,there's no getting around the fact that this is revenge of the nerds revisited -- again .
0,0.2461930811405182,-0.694595456123352,"the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable ."
1,-0.5381306409835815,-0.1355295330286026,"analyze that regurgitates and waters down many of the previous film's successes , with a few new swings thrown in ."
1,-0.7981303930282593,0.08744273334741592,"with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout . . . by which time it's impossible to care who wins ."
1,-1.2747362852096558,0.23758642375469208,"stinks from start to finish , like a wet burlap sack of gloom ."
1,-0.7440486550331116,-0.3426116108894348,"to the civilized mind , a movie like ballistic : ecks vs . sever is more of an ordeal than an amusement ."
1,-0.7089561223983765,0.04959458112716675,equlibrium could pass for a thirteen-year-old's book report on the totalitarian themes of 1984 and farenheit 451 .
0,-0.019546382129192352,-0.7190305590629578,the lack of naturalness makes everything seem self-consciously poetic and forced . . . it's a pity that [nelson's] achievement doesn't match his ambition . 
1,-0.8931407928466797,-0.04232507944107056,everything is off .
1,-0.46291738748550415,0.07529135048389435,"the rock is destined to be the 21st century's new "" conan "" and that he's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal ."
0,0.6078048348426819,-1.2408852577209473,"the gorgeously elaborate continuation of "" the lord of the rings "" trilogy is so huge that a column of words cannot adequately describe co-writer/director peter jackson's expanded vision of j . r . r . tolkien's middle-earth ."
1,-1.1360409259796143,0.22661006450653076,effective but too-tepid biopic
1,-0.7764607667922974,0.022837519645690918,"if you sometimes like to go to the movies to have fun , wasabi is a good place to start ."
1,-0.5938700437545776,-0.032563406974077225,"emerges as something rare , an issue movie that's so honest and keenly observed that it doesn't feel like one ."
0,0.1428872048854828,-0.7220275402069092,the film provides some great insight into the neurotic mindset of all comics -- even those who have reached the absolute top of the game .
0,0.5861712098121643,-1.3206228017807007,offers that rare combination of entertainment and education .
1,-0.8524407148361206,0.1341758817434311,perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions .
1,-0.5172812342643738,-0.20976607501506805,steers turns in a snappy screenplay that curls at the edges ; it's so clever you want to hate it . but he somehow pulls it off .
0,0.5490622520446777,-1.2347418069839478,take care of my cat offers a refreshingly different slice of asian cinema .
0,0.37021276354789734,-0.8332370519638062,"this is a film well worth seeing , talking and singing heads and all ."
0,0.4243123531341553,-0.9999246597290039,what really surprises about wisegirls is its low-key quality and genuine tenderness .
0,-0.3282601833343506,-0.46108347177505493,"( wendigo is ) why we go to the cinema : to be fed through the eye , the heart , the mind ."
0,0.5436233282089233,-1.061989188194275,"one of the greatest family-oriented , fantasy-adventure movies ever ."
1,-0.5320042967796326,-0.3292606472969055,"ultimately , it ponders the reasons we need stories so much ."
0,0.32428285479545593,-0.9534258246421814,an utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question .
0,0.4193459749221802,-0.7641350626945496,illuminating if overly talky documentary .
0,0.25537189841270447,-0.8314383029937744,a masterpiece four years in the making .
0,-0.31115591526031494,-0.4005913734436035,"the movie's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries ."
0,-0.1795172393321991,-0.649394690990448,offers a breath of the fresh air of true sophistication .
0,0.8206626772880554,-1.5364309549331665,"a thoughtful , provocative , insistently humanizing film ."
0,0.6167693138122559,-1.1263033151626587,"with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives ."
0,0.6281723976135254,-1.3520147800445557,a disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by philip glass .
0,-0.3159356713294983,-0.3317708373069763,"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare ."
0,0.40474432706832886,-0.8697216510772705,scores a few points for doing what it does with a dedicated and good-hearted professionalism .
1,-0.6157258749008179,-0.1488705277442932,"occasionally melodramatic , it's also extremely effective ."
0,-0.16086998581886292,-0.22457967698574066,spiderman rocks
0,0.6001228094100952,-1.1660196781158447,an idealistic love story that brings out the latent 15-year-old romantic in everyone .
0,0.3425189256668091,-1.0415900945663452,"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . however , it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts ."
1,-0.6693989038467407,-0.1301778256893158,it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .
1,-0.985589325428009,-0.005563460290431976,"guaranteed to move anyone who ever shook , rattled , or rolled ."
0,0.6565322875976562,-1.4013649225234985,"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview ."
0,-0.031074993312358856,-0.7183787822723389,"light , cute and forgettable ."
1,-0.7584985494613647,0.050360552966594696,"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid ."
0,0.23906177282333374,-0.9520986080169678,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy ."
1,-1.1441823244094849,-0.01238316297531128,"though everything might be literate and smart , it never took off and always seemed static ."
0,-0.0779687836766243,-0.49763429164886475,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days"
1,-0.9112152457237244,0.11692699790000916,"ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn ."
0,0.5477078557014465,-1.1930960416793823,"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them ."
1,-0.8257373571395874,-0.13556282222270966,"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series ."
0,0.5780140161514282,-1.2753357887268066,"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg ."
1,-0.447370707988739,-0.043173935264348984,"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride ."
1,-0.7570977210998535,-0.2721390426158905,fuller would surely have called this gutsy and at times exhilarating movie a great yarn .
1,-0.5003330111503601,-0.16263186931610107,"compleja e intelectualmente retadora , el ladrón de orquídeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '"
0,0.38360095024108887,-1.0561038255691528,the film makes a strong case for the importance of the musicians in creating the motown sound .
0,-0.47739148139953613,-0.5664493441581726,"karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat ."
0,0.6141375303268433,-0.8703337907791138,gosling provides an amazing performance that dwarfs everything else in the film .
0,0.10864829272031784,-0.7490354776382446,"a real movie , about real people , that gives us a rare glimpse into a culture most of us don't know ."
0,0.1923394799232483,-0.9605603218078613,tender yet lacerating and darkly funny fable .
1,-0.8928016424179077,-0.032943934202194214,may be spoofing an easy target -- those old '50's giant creature features -- but . . . it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .
